Student_ID,Age,Gender,Department,Level,CGPA,Attendance,Assignment,Midterm,Exam,Study_Hours,Financial_Stress,Family_Income,Scholarship,Sleep_Hours,Mental_Health,Carryovers,Performance,Dropout
231,21,Female,Software Engineering,100,1.61,42,30.0,36.6,30.0,0.9,6,Medium,Yes,6.4,3,5,Poor,1
232,16,Female,Mass Communication,200,1.6,67,30.0,30.0,36.099999999999994,1.0,2,High,No,7.4,8,5,Poor,1
233,26,Female,Electrical Engineering,200,2.26,63,44.9,36.9,53.9,3.2,9,Low,Yes,5.2,1,4,Poor,1
234,25,Female,Information Technology,100,2.73,41,58.3,65.3,40.3,4.1,7,Low,Yes,7.2,2,2,Fair,0
235,20,Male,Mass Communication,500,3.65,63,75.9,79.9,62.900000000000006,6.2,5,Medium,Yes,5.7,3,1,Good,0
236,25,Male,Cyber Security,100,2.37,78,50.4,34.4,57.4,1.9,10,Low,No,7.2,1,5,Poor,1
237,26,Female,Business Administration,200,3.07,89,49.7,59.7,74.7,3.2,3,Medium,No,7.7,8,3,Fair,1
238,17,Female,Cyber Security,200,1.62,41,30.0,30.0,37.3,0.5,7,Low,Yes,7.5,1,4,Poor,1
239,30,Male,Software Engineering,400,1.92,57,46.099999999999994,39.099999999999994,30.0,2.3,5,High,No,6.4,8,4,Poor,1
240,18,Male,Business Administration,500,3.58,54,62.2,75.2,77.2,4.7,1,High,Yes,8.3,6,1,Good,0
241,23,Female,Computer Science,200,3.41,85,72.5,56.5,75.5,4.5,4,Medium,No,7.1,4,1,Fair,0
242,30,Female,Computer Science,300,4.19,84,77.2,96.2,78.2,5.9,5,Medium,No,5.0,1,1,Good,0
243,27,Female,Business Administration,100,4.38,62,83.6,87.6,91.6,6.0,7,Low,No,7.4,3,0,Good,0
244,27,Female,Cyber Security,500,1.5,58,30.0,30.0,30.0,1.9,2,High,Yes,4.1,7,4,Poor,1
245,21,Female,Economics,400,2.42,79,57.7,47.7,39.7,2.5,1,High,Yes,6.8,8,4,Poor,1
246,29,Female,Biochemistry,100,1.65,74,30.0,39.2,30.0,0.5,6,Medium,Yes,6.8,1,4,Poor,1
247,24,Male,Nursing,100,2.96,42,53.6,49.6,74.6,4.4,4,Medium,Yes,7.2,3,3,Fair,1
248,22,Female,Nursing,300,3.62,85,66.5,71.5,79.5,3.5,4,Medium,No,6.5,5,0,Good,0
249,29,Female,Economics,500,3.44,74,66.2,69.2,71.2,5.2,3,High,No,8.0,5,2,Fair,0
250,30,Female,Information Technology,200,4.62,86,91.8,95.8,89.8,6.4,1,High,Yes,7.5,3,1,Excellent,0
251,30,Female,Civil Engineering,400,3.39,76,68.8,67.8,66.8,5.0,5,High,Yes,6.7,7,2,Fair,0
252,24,Female,Nursing,200,1.77,52,30.0,34.6,41.6,1.1,3,High,Yes,8.4,2,4,Poor,1
253,19,Female,Information Technology,300,1.95,58,39.4,47.4,30.0,1.8,5,Medium,No,3.8,6,5,Poor,1
254,25,Male,Accounting,200,2.84,68,50.4,71.4,48.4,3.9,4,High,Yes,8.6,1,2,Fair,0
255,30,Female,Cyber Security,300,3.59,88,63.400000000000006,63.400000000000006,88.4,4.2,1,High,Yes,3.9,1,1,Good,0
256,28,Male,Business Administration,200,3.6,82,72.6,66.6,76.6,4.5,4,Medium,Yes,5.5,6,0,Good,0
257,27,Female,Computer Science,300,3.92,88,78.4,73.4,83.4,5.5,1,High,Yes,4.5,5,1,Good,0
258,20,Male,Software Engineering,100,3.72,76,77.8,66.8,78.8,4.9,6,Medium,No,5.1,1,1,Good,0
259,19,Male,Medicine,400,2.76,44,56.2,68.2,41.2,4.7,7,Low,Yes,5.8,7,1,Fair,0
260,26,Male,Civil Engineering,300,4.38,82,87.6,99.6,75.6,7.0,5,High,Yes,6.9,1,1,Good,0
261,17,Female,Accounting,200,2.08,40,41.0,30.0,54.0,2.3,8,Low,Yes,6.7,6,4,Poor,1
262,27,Male,Electrical Engineering,100,3.59,85,62.5,75.5,77.5,3.9,7,Low,No,5.1,1,1,Good,0
263,16,Female,Medicine,200,1.79,44,30.0,47.2,30.0,2.0,3,High,No,7.0,9,3,Poor,0
264,24,Male,Biochemistry,100,3.86,56,81.8,82.8,66.8,6.7,6,Medium,Yes,7.5,1,0,Good,0
265,28,Female,Civil Engineering,100,4.12,80,92.0,72.0,83.0,5.8,6,Low,Yes,7.9,3,1,Good,0
266,29,Female,Cyber Security,100,2.13,62,40.599999999999994,45.599999999999994,41.599999999999994,1.7,6,Medium,No,4.0,1,5,Poor,1
267,17,Female,Medicine,500,3.38,91,73.3,76.3,53.3,4.5,4,Medium,No,6.0,1,2,Fair,0
268,23,Male,Software Engineering,300,4.73,91,90.3,93.3,100.0,5.7,1,High,No,5.0,10,1,Excellent,0
269,27,Male,Civil Engineering,200,1.65,73,38.9,30.0,30.0,0.8,6,Medium,No,5.9,1,4,Poor,1
270,17,Female,Mechanical Engineering,200,3.33,79,72.7,59.7,67.7,3.9,3,Medium,No,4.1,3,2,Fair,0
271,17,Female,Accounting,300,1.65,64,30.0,30.0,39.2,0.5,6,Low,No,7.5,1,5,Poor,1
272,20,Male,Mass Communication,400,4.46,73,82.9,84.9,100.0,6.1,3,Medium,No,6.1,9,1,Good,0
273,17,Male,Computer Science,300,2.33,80,50.0,43.0,47.0,3.3,7,Medium,No,4.0,5,5,Poor,1
274,20,Male,Information Technology,100,3.45,50,71.0,59.0,77.0,5.6,6,Medium,Yes,8.0,1,3,Fair,1
275,28,Female,Accounting,500,1.71,89,30.0,33.7,38.7,0.5,4,High,Yes,6.0,8,5,Poor,0
276,25,Male,Biochemistry,200,2.73,50,53.0,60.0,51.0,3.2,10,Low,No,7.9,2,3,Fair,1
277,22,Female,Electrical Engineering,400,3.14,79,63.7,51.7,72.7,3.4,9,Low,Yes,6.7,2,3,Fair,1
278,19,Male,Business Administration,300,4.94,87,96.1,100.0,100.0,7.5,2,High,No,7.4,5,1,Excellent,0
279,25,Female,Mass Communication,500,2.29,45,56.5,43.5,37.5,4.1,3,Medium,No,4.7,1,3,Poor,1
280,20,Male,Nursing,100,4.0,48,74.4,84.4,81.4,5.9,2,High,No,6.9,1,0,Good,0
281,22,Male,Economics,300,3.33,92,56.599999999999994,71.6,71.6,2.9,4,High,Yes,3.7,1,2,Fair,0
282,29,Female,Nursing,200,3.02,78,57.4,70.4,53.4,3.8,5,High,No,5.7,3,3,Fair,1
283,18,Male,Civil Engineering,100,1.76,46,35.8,39.8,30.0,1.4,7,Medium,No,5.0,1,5,Poor,1
284,18,Female,Business Administration,100,3.8,77,81.1,67.1,80.1,5.7,4,High,No,4.7,7,0,Good,0
285,28,Male,Civil Engineering,500,2.48,61,50.3,45.3,53.3,3.2,1,High,No,5.0,5,5,Poor,0
286,24,Male,Software Engineering,300,3.71,51,66.3,81.3,75.3,6.0,7,Medium,Yes,7.9,4,0,Good,0
287,24,Female,Computer Science,500,1.68,79,30.0,30.0,40.7,0.5,6,Medium,No,8.1,1,3,Poor,1
288,16,Male,Information Technology,200,2.35,92,52.599999999999994,54.599999999999994,33.599999999999994,2.2,1,High,No,4.0,3,5,Poor,1
289,17,Male,Computer Science,200,3.61,52,72.6,66.6,77.6,5.4,7,Medium,Yes,5.5,4,0,Good,0
290,17,Male,Mass Communication,500,1.97,70,37.0,38.0,43.0,2.3,6,Low,Yes,3.8,7,4,Poor,1
291,29,Male,Accounting,200,4.58,96,93.8,80.8,100.0,5.8,2,High,Yes,5.3,2,1,Excellent,0
292,29,Male,Software Engineering,100,1.87,40,39.0,31.0,42.0,2.8,10,Low,No,5.1,1,5,Poor,1
293,18,Male,Information Technology,500,2.35,80,32.0,53.0,56.0,1.7,3,Medium,Yes,6.9,7,3,Poor,0
294,17,Female,Software Engineering,200,2.54,86,64.8,46.8,40.8,2.9,3,High,No,6.8,4,1,Fair,0
295,23,Female,Business Administration,300,2.45,60,61.0,48.0,38.0,4.0,5,High,Yes,4.7,4,3,Poor,1
296,20,Female,Cyber Security,300,1.95,57,45.099999999999994,42.099999999999994,30.0,2.3,6,Medium,No,6.6,1,3,Poor,1
297,30,Male,Electrical Engineering,100,4.72,88,83.4,100.0,100.0,6.7,1,High,Yes,5.9,10,0,Excellent,0
298,20,Female,Mass Communication,200,4.33,79,86.7,76.7,96.7,6.4,4,Medium,No,6.2,7,1,Good,0
299,16,Male,Nursing,500,1.68,50,30.0,30.0,41.0,1.0,5,High,Yes,7.2,1,4,Poor,1
300,19,Female,Information Technology,100,1.59,55,30.0,35.5,30.0,0.5,4,Medium,No,5.9,5,4,Poor,1
301,26,Female,Software Engineering,500,3.38,80,64.0,66.0,73.0,4.5,3,High,No,6.6,5,1,Fair,0
302,22,Male,Economics,400,3.44,76,65.8,76.8,63.8,5.3,6,Medium,No,4.2,5,1,Fair,0
303,20,Male,Cyber Security,200,2.53,40,49.0,50.0,53.0,4.0,10,Low,No,5.4,1,2,Fair,1
304,25,Male,Mass Communication,400,1.82,75,30.0,30.0,49.5,0.7,6,Low,Yes,3.6,6,5,Poor,1
305,18,Female,Medicine,200,4.53,80,82.0,100.0,90.0,6.8,5,High,No,4.6,1,1,Excellent,0
306,19,Female,Business Administration,200,3.21,56,57.8,70.8,63.8,4.6,5,High,Yes,6.5,6,1,Fair,0
307,22,Male,Software Engineering,100,3.22,47,57.1,65.1,71.1,3.8,7,Low,No,3.5,7,3,Fair,0
308,17,Male,Accounting,200,3.11,65,49.5,65.5,71.5,3.9,4,High,Yes,4.7,5,2,Fair,0
309,25,Male,Civil Engineering,200,4.29,47,79.1,84.1,94.1,6.6,4,Medium,No,4.9,5,0,Good,0
310,24,Male,Economics,100,2.29,46,36.8,40.8,59.8,2.9,5,Medium,Yes,4.8,3,5,Poor,1
311,21,Female,Mass Communication,400,3.25,60,58.0,59.0,78.0,4.5,10,Low,No,5.4,4,2,Fair,0
312,28,Female,Biochemistry,200,2.8,90,59.0,52.0,57.0,3.7,2,High,Yes,5.8,8,2,Fair,0
313,27,Male,Cyber Security,400,4.34,78,98.4,87.4,74.4,6.6,1,High,Yes,5.2,2,1,Good,0
314,16,Female,Medicine,400,1.82,89,30.0,36.7,42.7,0.5,5,High,No,3.6,6,5,Poor,1
315,19,Male,Microbiology,500,1.5,42,30.0,30.0,30.0,1.2,5,High,Yes,3.9,1,4,Poor,1
316,26,Female,Civil Engineering,500,4.56,73,82.9,91.9,98.9,6.2,6,Low,Yes,5.1,7,1,Excellent,0
317,19,Female,Medicine,400,1.71,76,31.799999999999997,40.8,30.0,1.6,3,High,Yes,5.2,8,3,Poor,1
318,30,Female,Biochemistry,400,4.43,91,86.3,88.3,91.3,5.5,4,Medium,No,7.9,8,1,Good,0
319,17,Female,Mass Communication,200,2.44,66,58.8,54.8,32.8,3.3,3,High,Yes,4.9,4,3,Poor,0
320,27,Female,Software Engineering,500,1.67,70,38.0,30.0,32.0,1.9,8,Low,No,6.9,4,3,Poor,1
321,19,Male,Information Technology,200,4.0,53,68.9,82.9,87.9,6.1,2,High,No,3.8,9,0,Good,0
322,25,Female,Accounting,500,4.48,74,91.2,90.2,87.2,7.1,4,Medium,No,4.2,8,1,Good,0
323,16,Female,Civil Engineering,200,2.07,80,42.0,37.0,45.0,2.8,7,Medium,Yes,6.2,4,4,Poor,0
324,29,Female,Cyber Security,500,2.62,79,56.7,52.7,47.7,3.3,5,Medium,Yes,5.6,6,2,Fair,0
325,29,Female,Electrical Engineering,400,2.55,40,48.0,60.0,45.0,3.8,10,Low,Yes,5.2,4,2,Fair,1
326,28,Male,Accounting,100,1.54,72,32.599999999999994,30.0,30.0,0.5,9,Low,No,4.6,4,5,Poor,1
327,22,Male,Biochemistry,200,2.34,74,42.2,48.2,50.2,2.7,8,Low,Yes,5.0,1,5,Poor,1
328,21,Male,Civil Engineering,100,2.87,77,66.1,49.099999999999994,57.099999999999994,3.6,7,Medium,Yes,4.9,3,3,Fair,0
329,27,Female,Medicine,100,2.82,47,51.1,61.1,57.1,4.2,6,Medium,No,6.6,4,3,Fair,1
330,17,Male,Mechanical Engineering,200,3.74,78,83.4,70.4,70.4,5.0,5,Medium,No,7.4,6,1,Good,0
331,23,Female,Cyber Security,200,2.9,83,58.900000000000006,57.900000000000006,56.900000000000006,4.2,7,Low,Yes,3.8,4,1,Fair,0
332,16,Male,Microbiology,400,2.17,57,35.099999999999994,48.099999999999994,47.099999999999994,2.6,1,High,Yes,5.0,5,5,Poor,1
333,26,Male,Cyber Security,500,3.37,58,66.4,60.4,75.4,4.4,6,Low,Yes,6.1,2,1,Fair,1
334,25,Female,Mass Communication,500,2.34,54,42.2,49.2,49.2,3.4,5,Medium,No,5.6,4,3,Poor,1
335,16,Male,Mechanical Engineering,300,4.07,68,83.4,69.4,91.4,6.4,6,Medium,Yes,6.4,2,0,Good,0
336,19,Female,Medicine,500,2.17,89,49.7,36.7,43.7,1.3,4,Medium,No,4.9,2,4,Poor,1
337,24,Female,Electrical Engineering,500,3.48,53,71.9,71.9,64.9,6.2,4,Medium,No,6.7,6,2,Fair,0
338,19,Female,Computer Science,200,3.93,54,78.2,69.2,88.2,6.4,7,Low,Yes,4.5,1,0,Good,0
339,19,Female,Civil Engineering,300,2.55,40,59.0,46.0,48.0,4.7,6,Medium,No,4.7,1,2,Fair,0
340,23,Male,Information Technology,300,4.86,89,95.7,95.7,100.0,7.2,3,Medium,Yes,7.4,3,0,Excellent,0
341,27,Male,Economics,200,4.05,50,91.0,89.0,63.0,6.6,5,Medium,No,6.1,7,1,Good,0
342,20,Male,Mechanical Engineering,100,1.96,75,47.5,32.5,37.5,2.5,1,High,Yes,6.8,5,4,Poor,1
343,16,Female,Biochemistry,500,2.11,69,30.0,41.7,54.7,1.5,6,Low,No,8.1,3,5,Poor,1
344,21,Male,Biochemistry,500,1.75,67,38.099999999999994,37.099999999999994,30.099999999999998,0.8,9,Low,Yes,6.8,4,3,Poor,1
345,27,Male,Electrical Engineering,100,2.25,80,46.0,32.0,57.0,1.7,7,Medium,No,6.0,1,4,Poor,1
346,29,Male,Software Engineering,500,3.24,68,72.4,70.4,51.400000000000006,5.1,8,Low,No,5.1,5,1,Fair,0
347,29,Female,Microbiology,500,3.38,72,67.6,56.599999999999994,78.6,4.4,6,Low,No,7.2,5,1,Fair,0
348,21,Female,Mass Communication,300,1.83,40,42.0,38.0,30.0,3.6,10,Low,Yes,3.5,1,3,Poor,1
349,25,Female,Mass Communication,400,2.49,86,51.8,44.8,52.8,3.4,1,High,No,8.5,8,3,Poor,0
350,16,Female,Economics,400,1.63,40,30.0,38.0,30.0,1.5,7,Medium,Yes,8.0,1,5,Poor,1
351,27,Male,Economics,400,3.06,66,65.8,70.8,46.8,3.6,10,Low,Yes,6.7,4,2,Fair,0
352,26,Female,Mass Communication,400,2.15,59,44.7,34.7,49.7,2.0,1,High,No,7.2,6,5,Poor,1
353,30,Female,Medicine,300,3.14,84,61.2,69.2,58.2,3.3,3,High,No,4.9,9,3,Fair,0
354,28,Female,Mechanical Engineering,400,3.8,62,82.6,58.599999999999994,86.6,5.5,3,Medium,No,8.7,2,1,Good,0
355,19,Male,Nursing,300,2.01,66,53.8,34.8,31.799999999999997,2.6,10,Low,No,5.3,1,3,Poor,1
356,21,Male,Information Technology,300,1.94,49,30.700000000000003,46.7,38.7,2.4,7,Medium,Yes,4.2,5,5,Poor,1
357,25,Female,Computer Science,500,4.75,65,89.5,100.0,95.5,6.9,3,Medium,Yes,8.4,6,0,Excellent,0
358,26,Male,Mass Communication,400,1.54,64,32.2,30.0,30.0,0.5,10,Low,No,6.5,4,3,Poor,0
359,27,Female,Accounting,500,2.89,96,66.8,53.8,52.8,3.6,2,High,Yes,4.2,5,3,Fair,0
360,22,Female,Software Engineering,400,4.24,76,88.8,72.8,92.8,5.9,2,High,No,7.1,6,0,Good,0
361,27,Male,Information Technology,100,3.31,76,62.8,58.8,76.8,4.8,5,Medium,No,5.3,5,1,Fair,0
362,25,Male,Microbiology,300,3.37,58,74.4,54.400000000000006,73.4,4.8,10,Low,No,7.6,1,1,Fair,0
363,21,Male,Microbiology,100,3.52,45,74.5,60.5,76.5,6.2,7,Low,Yes,4.8,1,1,Good,0
364,19,Male,Information Technology,500,2.69,86,53.8,66.8,40.8,3.4,5,High,No,6.4,5,3,Fair,1
365,20,Male,Computer Science,300,1.92,40,35.0,40.0,40.0,3.1,6,Low,No,7.7,3,3,Poor,1
366,22,Male,Civil Engineering,500,2.88,82,69.6,49.599999999999994,53.599999999999994,3.8,3,High,Yes,6.2,3,2,Fair,0
367,16,Male,Information Technology,500,1.82,48,30.4,36.4,42.4,2.6,6,Medium,No,6.5,3,3,Poor,1
368,28,Male,Mass Communication,300,3.75,50,71.0,72.0,82.0,6.2,7,Medium,Yes,3.7,1,1,Good,0
369,25,Male,Civil Engineering,200,4.78,80,94.0,93.0,100.0,7.0,4,High,Yes,4.6,1,0,Excellent,0
370,26,Male,Nursing,200,4.79,87,88.1,99.1,100.0,6.8,6,Medium,Yes,5.0,1,0,Excellent,0
371,29,Male,Biochemistry,100,2.58,85,54.5,58.5,41.5,1.9,6,Medium,No,7.3,1,1,Fair,1
372,16,Female,Business Administration,500,1.63,83,30.9,36.9,30.0,1.6,5,High,Yes,4.2,6,5,Poor,0
373,26,Female,Cyber Security,400,1.5,56,30.0,30.0,30.0,1.3,4,Medium,No,8.4,3,3,Poor,1
374,28,Male,Software Engineering,200,3.58,55,80.5,74.5,59.5,6.1,5,Medium,No,7.2,8,1,Good,0
375,25,Male,Economics,100,4.35,59,88.7,84.7,87.7,6.5,3,Medium,No,6.5,1,0,Good,1
376,23,Female,Medicine,300,3.0,81,47.3,63.3,69.3,3.2,4,Medium,No,5.9,1,3,Fair,1
377,27,Male,Cyber Security,500,2.42,70,42.0,42.0,61.0,3.1,4,High,Yes,8.1,8,3,Poor,1
378,20,Female,Biochemistry,200,1.89,76,48.8,34.8,30.0,1.6,1,High,Yes,7.4,9,5,Poor,0
379,18,Female,Economics,400,2.39,76,50.8,46.8,45.8,3.4,8,Low,Yes,7.0,1,3,Poor,1
380,20,Female,Electrical Engineering,200,1.65,84,30.0,30.0,39.2,0.5,7,Low,Yes,7.6,5,5,Poor,0
381,30,Female,Information Technology,200,2.22,47,54.1,49.1,30.0,3.1,4,High,No,8.0,2,4,Poor,1
382,24,Male,Computer Science,200,1.58,40,30.0,30.0,35.0,0.5,8,Low,Yes,4.9,1,3,Poor,1
383,22,Male,Cyber Security,300,3.29,65,64.5,60.5,72.5,5.4,4,High,Yes,5.4,4,2,Fair,0
384,22,Male,Electrical Engineering,400,1.68,60,41.0,30.0,30.0,1.7,8,Low,Yes,3.5,6,5,Poor,1
385,17,Female,Biochemistry,500,3.43,62,61.599999999999994,64.6,79.6,4.5,4,High,No,5.4,8,1,Fair,0
386,23,Female,Accounting,200,4.09,44,79.2,71.2,95.2,7.3,3,High,Yes,7.4,1,0,Good,0
387,22,Male,Mechanical Engineering,300,3.63,92,79.6,73.6,64.6,5.3,1,High,Yes,5.4,5,1,Good,0
388,26,Female,Mechanical Engineering,400,2.49,67,45.099999999999994,54.099999999999994,50.099999999999994,2.0,2,High,Yes,7.0,1,4,Poor,0
389,23,Female,Accounting,400,2.61,86,46.8,48.8,60.8,2.1,5,High,Yes,4.5,1,3,Fair,1
390,17,Male,Electrical Engineering,100,3.78,72,85.6,73.6,67.6,5.5,7,Medium,No,3.9,7,1,Good,0
391,16,Female,Civil Engineering,100,2.42,59,45.7,50.7,48.7,3.2,5,Medium,Yes,4.1,1,3,Poor,1
392,23,Male,Microbiology,400,2.64,76,58.8,46.8,52.8,3.0,2,High,Yes,7.6,2,1,Fair,0
393,18,Male,Biochemistry,100,1.66,55,30.0,30.0,39.5,0.5,7,Medium,No,5.0,1,3,Poor,1
394,28,Female,Computer Science,500,1.58,58,30.0,33.4,31.4,1.4,5,Medium,Yes,6.9,6,4,Poor,1
395,20,Male,Computer Science,500,3.11,81,68.3,61.3,57.3,4.4,2,High,Yes,6.7,4,1,Fair,0
396,25,Female,Economics,400,2.48,81,46.3,43.3,59.3,3.1,6,Low,Yes,3.8,1,4,Poor,0
397,25,Female,Business Administration,300,3.91,84,84.2,64.2,86.2,5.2,4,Medium,No,4.3,8,1,Good,0
398,20,Female,Accounting,200,1.5,53,30.0,30.0,30.0,0.8,10,Low,Yes,5.3,1,3,Poor,1
399,17,Female,Accounting,400,2.41,42,54.6,36.6,53.6,3.6,8,Low,No,4.8,1,5,Poor,1
400,24,Female,Civil Engineering,500,1.53,46,31.799999999999997,30.0,30.0,1.3,7,Medium,Yes,4.3,3,5,Poor,1
401,28,Female,Business Administration,300,3.85,50,75.0,78.0,78.0,5.2,2,High,Yes,6.8,1,1,Good,0
402,17,Female,Cyber Security,300,1.64,74,30.0,30.0,38.2,0.5,7,Medium,Yes,3.8,1,3,Poor,0
403,26,Male,Microbiology,200,3.27,66,67.8,61.8,66.8,3.9,4,High,Yes,4.6,2,2,Fair,0
404,28,Female,Medicine,400,3.6,87,81.1,72.1,63.099999999999994,4.9,1,High,No,4.2,5,0,Good,0
405,24,Female,Software Engineering,300,3.05,57,68.1,53.099999999999994,62.099999999999994,4.1,9,Low,Yes,5.0,3,3,Fair,0
406,18,Female,Cyber Security,200,3.93,53,77.9,90.9,66.9,6.3,3,High,No,3.8,2,0,Good,0
407,30,Female,Mass Communication,400,3.56,62,63.599999999999994,72.6,77.6,4.1,7,Low,Yes,6.4,4,1,Good,0
408,24,Female,Civil Engineering,300,2.92,68,59.4,66.4,49.4,3.4,9,Low,Yes,4.4,5,3,Fair,1
409,16,Male,Business Administration,400,3.73,92,68.6,65.6,89.6,4.9,1,High,No,6.2,5,0,Good,0
410,17,Male,Accounting,100,1.54,61,30.3,32.3,30.0,0.5,5,High,No,5.8,6,4,Poor,0
411,21,Female,Mechanical Engineering,300,4.26,82,76.6,85.6,93.6,5.3,3,Medium,Yes,4.0,4,1,Good,0
412,25,Male,Mass Communication,300,2.51,52,59.6,40.6,50.6,3.8,3,High,Yes,4.4,4,2,Fair,1
413,16,Male,Business Administration,200,2.25,53,41.9,53.9,38.9,2.8,4,High,Yes,4.5,6,5,Poor,1
414,17,Male,Business Administration,200,1.75,66,44.8,30.0,30.0,1.5,6,Medium,No,7.1,7,4,Poor,0
415,20,Male,Computer Science,200,2.27,85,51.5,36.5,48.5,1.9,6,Medium,No,5.8,4,3,Poor,1
416,16,Female,Medicine,400,3.15,40,49.0,70.0,70.0,4.4,7,Medium,No,8.1,3,2,Fair,0
417,29,Female,Mechanical Engineering,300,3.41,65,69.5,74.5,60.5,4.6,5,Medium,Yes,7.4,8,3,Fair,0
418,27,Male,Mechanical Engineering,500,1.5,44,30.0,30.0,30.0,0.5,6,Low,Yes,4.5,3,4,Poor,1
419,16,Male,Business Administration,100,2.84,75,50.5,44.5,75.5,3.5,10,Low,Yes,4.9,1,3,Fair,1
420,30,Male,Biochemistry,200,2.93,42,66.6,55.6,53.6,4.4,6,Medium,No,6.9,4,3,Fair,1
421,18,Male,Electrical Engineering,100,4.27,56,84.8,76.8,94.8,7.0,5,Medium,No,6.0,1,0,Good,0
422,18,Female,Software Engineering,200,3.35,52,68.6,71.6,60.599999999999994,4.9,2,High,No,4.0,1,1,Fair,0
423,20,Female,Computer Science,400,3.11,55,55.5,68.5,62.5,4.5,6,Low,Yes,6.3,4,3,Fair,0
424,22,Female,Nursing,100,3.28,92,67.6,50.599999999999994,78.6,3.5,1,High,Yes,8.6,9,2,Fair,0
425,20,Female,Computer Science,100,4.46,92,89.6,95.6,82.6,6.3,3,Medium,No,6.5,2,1,Good,0
426,20,Female,Medicine,100,1.79,82,36.599999999999994,40.599999999999994,30.0,0.8,4,High,No,3.8,1,3,Poor,1
427,23,Female,Software Engineering,500,2.62,70,50.0,46.0,61.0,3.9,4,High,No,5.3,1,3,Fair,0
428,17,Male,Microbiology,500,1.53,40,30.0,32.0,30.0,1.2,7,Medium,Yes,6.6,5,4,Poor,1
429,19,Male,Computer Science,200,3.77,50,80.0,80.0,66.0,6.1,3,High,Yes,4.0,9,0,Good,0
430,25,Male,Software Engineering,200,2.23,81,53.3,47.3,33.3,2.1,6,Medium,No,7.6,3,3,Poor,0
431,18,Female,Software Engineering,100,1.69,61,35.3,30.0,36.3,1.0,6,Medium,Yes,8.0,1,3,Poor,1
432,28,Female,Microbiology,200,1.61,49,30.0,30.0,36.7,0.5,6,Low,No,5.5,2,4,Poor,1
433,18,Female,Economics,400,3.08,44,67.2,48.2,69.2,4.5,4,Medium,Yes,8.4,8,3,Fair,0
434,22,Male,Economics,200,4.38,69,79.7,90.7,92.7,5.8,10,Low,Yes,4.1,4,0,Good,1
435,19,Male,Microbiology,200,1.71,84,30.200000000000003,30.0,42.2,1.4,4,High,No,4.6,3,4,Poor,1
436,28,Female,Computer Science,100,2.0,90,30.0,39.0,51.0,1.2,5,High,Yes,3.9,1,3,Poor,1
437,25,Female,Civil Engineering,200,3.71,66,77.8,68.8,75.8,6.1,2,High,No,8.1,6,1,Good,0
438,23,Female,Computer Science,400,1.94,54,39.2,30.0,47.2,2.2,10,Low,Yes,6.2,1,4,Poor,1
439,18,Male,Biochemistry,500,1.5,65,30.0,30.0,30.0,0.5,7,Low,No,4.4,3,4,Poor,1
440,28,Male,Business Administration,500,3.7,63,66.9,73.9,80.9,5.2,9,Low,Yes,4.5,4,1,Good,0
441,21,Female,Business Administration,200,3.92,66,73.8,68.8,92.8,6.3,5,High,Yes,3.7,7,1,Good,0
442,29,Male,Accounting,400,3.44,74,68.2,80.2,58.2,4.3,10,Low,Yes,4.8,1,1,Fair,1
443,16,Female,Mass Communication,300,2.55,40,58.0,53.0,42.0,4.2,10,Low,No,3.9,2,2,Fair,1
444,27,Male,Nursing,100,1.73,63,30.0,30.9,42.9,0.5,7,Medium,No,6.2,6,3,Poor,1
445,25,Female,Biochemistry,100,1.88,71,41.3,41.3,30.0,1.6,1,High,No,5.7,6,5,Poor,0
446,17,Male,Cyber Security,300,3.62,80,76.0,80.0,61.0,4.4,9,Low,Yes,4.7,1,1,Good,0
447,22,Female,Computer Science,100,2.78,71,46.3,53.3,67.3,3.2,6,Medium,No,7.9,6,2,Fair,0
448,28,Male,Information Technology,400,3.0,50,62.0,58.0,60.0,5.5,9,Low,Yes,3.7,1,1,Fair,1
449,29,Male,Economics,100,4.16,66,81.8,78.8,88.8,6.1,7,Medium,No,4.8,1,0,Good,0
450,29,Female,Civil Engineering,500,3.76,82,70.6,75.6,79.6,4.0,6,Medium,No,5.7,5,0,Good,0
451,28,Female,Information Technology,400,1.9,62,36.599999999999994,47.599999999999994,30.0,1.4,3,Medium,No,8.3,9,5,Poor,1
452,18,Male,Nursing,200,1.51,58,30.4,30.0,30.4,0.5,6,Low,Yes,5.2,2,3,Poor,1
453,16,Female,Mechanical Engineering,200,3.72,70,84.0,73.0,66.0,6.4,7,Medium,No,8.0,4,0,Good,0
454,18,Male,Biochemistry,500,2.83,62,63.599999999999994,61.599999999999994,44.599999999999994,3.7,3,High,No,7.3,9,2,Fair,0
455,17,Female,Medicine,100,1.5,73,30.0,30.0,30.0,0.5,8,Low,Yes,4.8,1,5,Poor,1
456,25,Male,Microbiology,300,2.76,66,47.8,56.8,60.8,3.6,6,Low,Yes,5.9,1,3,Fair,0
457,16,Female,Civil Engineering,200,2.16,44,43.2,40.2,46.2,3.1,3,High,No,8.6,4,5,Poor,1
458,27,Female,Biochemistry,400,4.08,69,81.7,67.7,95.7,5.8,4,Medium,No,4.0,8,0,Good,0
459,29,Female,Software Engineering,500,2.7,61,54.3,41.3,66.3,3.3,3,Medium,Yes,7.3,7,1,Fair,0
460,29,Female,Electrical Engineering,500,4.05,59,80.7,77.7,84.7,5.8,5,Medium,Yes,3.6,2,0,Good,1
